city,municipality,lat,lng
Haga,Enköpings kommun,59.69461740000001,17.129968
Hagby,Kalmar kommun,56.55383519999999,16.1810694
Hagfors,Hagfors kommun,60.03437,13.694508
Hagge,Smedjebackens kommun,60.1219134,15.2772506
Hakkas,Gällivare kommun,66.9151485,21.5646829
Halla Heberg,Kungsbacka kommun,57.44958999999999,11.97104
Hallabro,Ronneby kommun,56.3894797,15.102703
Hallen,Åre kommun,63.1771279,14.091705
Hallsberg,Hallsbergs kommun,59.0665316,15.10229
Hallstahammar,Hallstahammars kommun,59.6132041,16.2294755
Hallstavik,Norrtälje kommun,60.05054750000001,18.5974883
Halltorp,Kalmar kommun,56.5000588,16.1040827
Halmstad,Halmstads kommun,56.6743748,12.8577884
Halvarsgårdarna,Borlänge kommun,60.40821099999999,15.3892795
Hamburgsund,Tanums kommun,58.55253919999999,11.2726955
Hammar,Kristianstads kommun,56.0316877,14.2077994
Hammar,Askersunds kommun,58.81200819999999,14.9631045
Hammarby,Sandvikens kommun,60.545951,16.5699828
Hammarstrand,Ragunda kommun,63.11232399999999,16.3539389
Hammenhög,Simrishamns kommun,55.50260309999999,14.1512715
Hammerdal,Strömsunds kommun,63.5915718,15.3550589
Hampetorp,Örebro kommun,59.1395801,15.6695086
Hanaskog,Östra Göinge kommun,56.1581049,14.0937612
Haparanda,Haparanda kommun,65.8417085,24.1276643
Hara,Östersunds kommun,63.04105,14.4676
Harads,Bodens kommun,66.08265,20.96268
Harbo,Heby kommun,60.10663949999999,17.2130111
Hargshamn,Östhammars kommun,60.1666195,18.4724607
Harkie,Västerås kommun,59.5285901,16.7247697
Harkskär och Utvalnäs,Gävle kommun,60.7493711,17.3357601
Harlösa,Eslövs kommun,55.7175057,13.5246448
Harmånger,Nordanstigs kommun,61.9297564,17.2173638
Harplinge,Halmstads kommun,56.7422437,12.7206453
Hartungviken och Spikarna,Sundsvalls kommun,62.3626492,17.5233803
Hassela,Nordanstigs kommun,62.111113,16.7220909
Hasselfors,Laxå kommun,59.0850525,14.6558104
Hasslarp,Helsingborgs kommun,56.1373696,12.8128623
Hasslö,Karlskrona kommun,56.1145638,15.4747124
Hasslöv,Laholms kommun,56.4134484,13.0056821
Havdhem,Region Gotland,57.1607281,18.3332693
Haverdal,Halmstads kommun,56.7303024,12.6694625
Havsbaden,Ängelholms kommun,56.2622739,12.8450759
Heberg,Falkenbergs kommun,56.8828299,12.6280713
Heby,Heby kommun,59.9396372,16.8587588
Hedared,Borås kommun,57.8084085,12.7522161
Hede,Härjedalens kommun,62.41899669999999,13.489904
Hedekas,Munkedals kommun,58.6448986,11.7797395
Hedemora,Hedemora kommun,60.2775453,15.985892
Heden och Skansbacken,Vansbro kommun,60.4483281,14.4733092
Hedenäset,Övertorneå kommun,66.2342452,23.681152
Hedeskoga,Ystads kommun,55.45124500000001,13.7992325
Hedesunda,Gävle kommun,60.3939638,17.0067862
Hedkärra,Fagersta kommun,59.9716746,15.7602112
Hedlunda,Lycksele kommun,64.539937,18.7189351
Helgö,Ekerö kommun,59.2787929,17.6803148
Helsingborg,Helsingborgs kommun,56.0464674,12.6945121
Hemavan,Storumans kommun,65.814906,15.0876886
Hemmestorp,Sjöbo kommun,55.6147084,13.5469182
Hemmingsmark,Piteå kommun,65.2225727,21.2850952
Hemse,Region Gotland,57.23730819999999,18.3767003
Henån,Orusts kommun,58.2366624,11.6799725
Herrljunga,Herrljunga kommun,58.0780287,13.0188387
Herrskog,Kramfors kommun,62.9165996,18.0259034
Herräng,Norrtälje kommun,60.1294246,18.6466281
Herstadberg,Norrköpings kommun,58.62778710000001,16.178587
Hestra,Ydre kommun,57.9573222,15.069622
Hestra,Gislaveds kommun,57.4431502,13.5960313
Hillared,Svenljunga kommun,57.6305407,13.1587937
Hillerstorp,Gnosjö kommun,57.35803979999999,13.7371898
Hilleshögby,Ekerö kommun,59.38799899999999,17.70748
Hillsta och Se,Sandvikens kommun,60.62075739999999,16.6159223
Himle,Varbergs kommun,57.072463,12.3644855
Hindås,Härryda kommun,57.7036372,12.4460308
Hishult,Laholms kommun,56.4264296,13.3135885
Hissjö,Umeå kommun,63.93663970000001,20.1609841
Hissmofors,Krokoms kommun,63.333333,14.466667
Hittarp,Helsingborgs kommun,56.09595849999999,12.6384939
Hjo,Hjo kommun,58.3070702,14.2874663
Hjorted,Västerviks kommun,57.62104660000001,16.3070939
Hjortkvarn,Hallsbergs kommun,58.89815,15.43822
Hjortnäs,Leksands kommun,60.796523,14.9731429
Hjortsberga,Alvesta kommun,56.9217875,14.4781749
Hjälm,Kungsbacka kommun,57.4949834,12.1658354
Hjälmared,Alingsås kommun,57.8842481,12.5360567
Hjälteby,Tjörns kommun,58.050753,11.7112937
Hjältevad,Eksjö kommun,57.628536,15.3409533
Hjärnarp,Ängelholms kommun,56.3231508,12.908397
Hjärsås,Östra Göinge kommun,56.2072296,14.1499466
Hjärtum,Lilla Edets kommun,58.1814857,12.107908
Hjärup,Staffanstorps kommun,55.6704818,13.1383732
Hofors,Hofors kommun,60.54595,16.2841
Hofterup,Kävlinge kommun,55.7944721,12.9778289
Hogstad,Mjölby kommun,58.331393,15.0276781
Hogstorp,Uddevalla kommun,58.3956196,11.7626869
Hok,Vaggeryds kommun,57.5150811,14.2775487
Holm,Halmstads kommun,56.7309445,12.860405
Holmeja,Svedala kommun,55.5552497,13.2744025
Holmsjö,Karlskrona kommun,56.4200877,15.5427704
Holmsund,Umeå kommun,63.70738919999999,20.3639178
Holsbybrunn,Vetlanda kommun,57.4273486,15.1983981
Holsljunga,Svenljunga kommun,57.4132397,12.9745847
Horda,Värnamo kommun,57.0379442,14.2576593
Horla,Vårgårda kommun,57.9679679,12.7298901
Horn,Kinda kommun,57.9000903,15.8377653
Horndal,Avesta kommun,60.2936178,16.4044992
Horred,Marks kommun,57.354479,12.4763116
Horsta och Laggarberg,Timrå kommun,62.4629977,17.2383956
Hortlax,Piteå kommun,65.2834444,21.4065335
Hoting,Strömsunds kommun,64.1137186,16.2037552
Hova,Gullspångs kommun,58.8516394,14.2174399
Hoverberg,Bergs kommun,62.81377190000001,14.4476073
Hovid,Sundsvalls kommun,62.4693535,17.3821932
Hovmantorp,Lessebo kommun,56.78451219999999,15.1448475
Hovsta,Örebro kommun,59.3478474,15.2267002
Huaröd,Kristianstads kommun,55.8421433,13.9690449
Hudiksvall,Hudiksvalls kommun,61.7273909,17.107401
Hult,Eksjö kommun,57.6314925,15.1257567
Hultafors,Bollebygds kommun,57.6983328,12.7388378
Hultsfred,Hultsfreds kommun,57.49484,15.8416513
Hulu,Ulricehamns kommun,57.6995625,13.2956473
Hulukvarn Ulfstorp och Västersjön,Jönköpings kommun,57.779722,14.098056
Hummelsta,Enköpings kommun,59.62636979999999,16.9460261
Hunnebostrand,Sotenäs kommun,58.4421481,11.3015771
Hunnestad,Varbergs kommun,57.1003582,12.3614262
Hurva,Eslövs kommun,55.796222,13.439201
Husby och Tuna,Strängnäs kommun,59.3659481,17.2577177
Hustahöjden,Västerås kommun,59.5646405,16.4425721
Husum,Örnsköldsviks kommun,63.3369882,19.167396
Hybo,Ljusdals kommun,61.79616410000001,16.1959274
Hyllinge,Åstorps kommun,56.1047686,12.8655224
Hyltebruk,Hylte kommun,57.0017639,13.2420994
Hysingsvik,Norrtälje kommun,59.67938770000001,18.7482031
Hyssna,Marks kommun,57.5577164,12.5443604
Håbo-Tibble kyrkby,Upplands-Bro kommun,59.586372,17.66044
Håga,Uppsala kommun,59.83869180000001,17.5762367
Håksberg,Ludvika kommun,60.1839348,15.2077846
Hållsta,Gnesta kommun,59.0323904,17.2811261
Hållsta,Eskilstuna kommun,59.2874778,16.466669
Hånger,Värnamo kommun,57.07653,13.97968
Häggeby och Vreta,Håbo kommun,59.65354550000001,17.539746
Häggenås,Östersunds kommun,63.3934041,14.9062139
Häljarp,Landskrona kommun,55.8566539,12.91092
Hällaryd,Karlshamns kommun,56.202979,14.947214
Hällberga,Eskilstuna kommun,59.3178277,16.5926579
Hällbybrunn,Eskilstuna kommun,59.39499529999999,16.4351167
Hällbäcken och Sinksundet,Luleå kommun,65.6200376,22.2020003
Hällefors,Hällefors kommun,59.783688,14.5225692
Hälleforsnäs,Flens kommun,59.1504308,16.4966728
Hällekis,Götene kommun,58.6322458,13.4378399
Hällestad,Finspångs kommun,58.7441245,15.5725347
Hällesåker,Mölndals kommun,57.6004377,12.1928172
Hällevadsholm,Munkedals kommun,58.579994,11.5407625
Hällevik,Sölvesborgs kommun,56.0156752,14.7022795
Hällingsjö,Härryda kommun,57.6187236,12.4346097
Hällnäs,Vindelns kommun,64.308683,19.6239562
Hälsö,Öckerö kommun,57.73333299999999,11.65
Härad,Strängnäs kommun,59.3606445,16.9057869
Häradsbygden,Leksands kommun,60.69627,15.05732
Härnösand,Härnösands kommun,62.6322698,17.9408714
Härryda,Härryda kommun,57.6917444,12.2944159
Härslöv,Landskrona kommun,55.9323482,12.8746469
Hässleholm,Hässleholms kommun,56.15891449999999,13.7667655
Hästhagen,Nacka kommun,59.29942680000001,18.1515854
Hästholmen,Ödeshögs kommun,58.2777055,14.6350442
Hästveda,Hässleholms kommun,56.28427989999999,13.9352738
Hästängen,Norrtälje kommun,59.637306,18.654186
Hätte Seglarvik och Sandvik,Tranås kommun,58.035833,15.027778
Höganäs,Höganäs kommun,56.2006388,12.5553288
Högboda,Kils kommun,59.5586459,13.0540335
Höggeröd,Orusts kommun,58.2770538,11.7595542
Högsby,Högsby kommun,57.17260400000001,16.020619
Högsjö,Vingåkers kommun,59.028904,15.6664749
Högsäter,Färgelanda kommun,58.6502862,12.0553131
Hökerum,Ulricehamns kommun,57.8399303,13.2823086
Hököpinge,Vellinge kommun,55.4963545,13.005217
Höllviken,Vellinge kommun,55.40986729999999,12.9560114
Hölö,Södertälje kommun,59.02589930000001,17.5511828
Hönö,Öckerö kommun,57.6877267,11.6569545
Hörby,Hörby kommun,55.851716,13.6619255
Hörnefors,Umeå kommun,63.6235916,19.9083586
Hörvik,Sölvesborgs kommun,56.0402959,14.7645075
Höviksnäs,Tjörns kommun,58.03383239999999,11.7450311
Höör,Höörs kommun,55.9348588,13.5395904
Idkerberget,Borlänge kommun,60.3804351,15.2277302
Idre,Älvdalens kommun,61.8579343,12.7258737
Igelfors,Finspångs kommun,58.8461763,15.6985608
Igelstorp,Skövde kommun,58.3991128,13.9764141
Iggesund,Hudiksvalls kommun,61.64261140000001,17.0751266
Ilsbo,Nordanstigs kommun,61.85801230000001,17.0493064
Immeln,Östra Göinge kommun,56.2049058,14.2473335
Indal,Sundsvalls kommun,62.57788410000001,17.0959626
Ingared,Alingsås kommun,57.8507478,12.4584476
Ingatorp,Eksjö kommun,57.63714820000001,15.415772
Ingelstad,Växjö kommun,56.7452808,14.9206182
Ingelsträde,Höganäs kommun,56.1883264,12.6282166
Innertavle,Umeå kommun,63.81582799999999,20.4224218
Insjön,Leksands kommun,60.6765665,15.0854559
Inskogen,Oxelösunds kommun,58.67061649999999,17.0805453
Irsta,Västerås kommun,59.60569,16.6885504
Johannesudd,Vallentuna kommun,59.5514283,18.032887
Johannishus,Ronneby kommun,56.2235086,15.4156153
Johansfors,Emmaboda kommun,56.69514539999999,15.5380281
Jokkmokk,Jokkmokks kommun,66.60696089999999,19.8229206
Jonsered,Partille kommun,57.74559439999999,12.1739021
Jonslund,Essunga kommun,58.1568604,12.8325227
Jonstorp,Höganäs kommun,56.2243145,12.6741639
Jordbro,Haninge kommun,59.14100490000001,18.1321204
Jukkasjärvi,Kiruna kommun,67.85018280000001,20.6022146
Jung,Vara kommun,58.3331397,13.1237853
Jungfrusund,Ekerö kommun,59.27457279999999,17.8484247
Junosuando,Pajala kommun,67.4275351,22.507236
Junsele,Sollefteå kommun,63.6958941,16.8788147
Juoksengi,Övertorneå kommun,66.5642642,23.8433254
Jäderfors,Sandvikens kommun,60.66209809999999,16.6995168
Jälla,Uppsala kommun,59.9032601,17.7148997
Jämjö,Karlskrona kommun,56.1917392,15.8425451
Jämshög,Olofströms kommun,56.2403103,14.5308835
Jämtön,Luleå kommun,65.8560431,22.5003366
Järavallen,Kävlinge kommun,55.8072807,12.9413943
Järbo,Sandvikens kommun,60.719455,16.5909492
Järlåsa,Uppsala kommun,59.88616129999999,17.1980244
Järna,Södertälje kommun,59.0940774,17.5585733
Järna,Vansbro kommun,60.54959609999999,14.3650969
Järnforsen,Hultsfreds kommun,57.41540999999999,15.62295
Järpen,Åre kommun,63.34963049999999,13.4529077
Järpås,Lidköpings kommun,58.3805528,12.9721839
Järvsö,Ljusdals kommun,61.710933,16.1784355
Jättendal,Nordanstigs kommun,61.9737942,17.2555079
Jävre,Piteå kommun,65.15280179999999,21.4882382
Jönköping,Jönköpings kommun,57.78261370000001,14.1617876
Jönåker,Nyköpings kommun,58.7449583,16.7236162
Jörlanda,Stenungsunds kommun,57.9827158,11.8253506
Jörn,Skellefteå kommun,65.0576818,20.0345639
Jössefors,Arvika kommun,59.6745419,12.5058997
Kagghamra,Botkyrka kommun,59.1187985,17.7834256
Kalix,Kalix kommun,65.8552807,23.143965
Kalkudden,Strängnäs kommun,59.2675582,17.2801648
Kallax,Luleå kommun,65.5293092,22.0544563
Kallfors,Södertälje kommun,59.10639799999999,17.538812
Kallinge,Ronneby kommun,56.2427292,15.291613
Kalmar,Kalmar kommun,56.6634447,16.356779
Kalvsund,Öckerö kommun,57.706111,11.685556
Kangos,Pajala kommun,67.48120759999999,22.6571492
Karby,Vallentuna kommun,59.5589786,18.2224674
Kareby och Ringby,Kungälvs kommun,57.916667,11.916667
Karesuando,Kiruna kommun,68.43795399999999,22.4511094
Karlholmsbruk,Tierps kommun,60.51980319999999,17.6253713
Karlsborg,Karlsborgs kommun,58.5300853,14.5105655
Karlshamn,Karlshamns kommun,56.170303,14.863073
Karlskoga,Karlskoga kommun,59.32863399999999,14.536414
Karlskrona,Karlskrona kommun,56.161224,15.5869
Karlstad,Karlstads kommun,59.4021806,13.5114977
Karlsvik,Luleå kommun,65.59731909999999,22.0693162
Kartlandet och Hagsätter,Norrköpings kommun,58.6381124,16.105943
Karups sommarby,Sjöbo kommun,55.6537924,13.763662
Kastlösa,Mörbylånga kommun,56.4581248,16.4278682
Katrinedal,Vänersborgs kommun,58.38333300000001,12.283333
Katrineholm,Katrineholms kommun,58.99555109999999,16.2054756
Kattarp,Helsingborgs kommun,56.140809,12.7814386
Kaxholmen,Jönköpings kommun,57.85874190000001,14.30969
Kebal,Strömstads kommun,58.95556,11.14649
Kil,Nacka kommun,59.3279252,18.3397604
Kil,Kils kommun,59.50368019999999,13.3170477
Kilafors,Bollnäs kommun,61.2299391,16.5635885
Killeberg,Osby kommun,56.475818,14.0976176
Kilsmo,Örebro kommun,59.06685880000001,15.5407933
Kimstad,Norrköpings kommun,58.5505888,15.9622759
Kinna,Marks kommun,57.50984,12.6941321
Kinnared,Hylte kommun,57.02612620000001,13.1063587
Kinnarp,Falköpings kommun,58.07302379999999,13.521514
Kinnarumma,Borås kommun,57.59999999999999,12.833333
Kiruna,Kiruna kommun,67.8683523,20.1994826
Kisa,Kinda kommun,57.9883475,15.6292256
Kivik,Simrishamns kommun,55.685039,14.2265929
Kivinge,Håbo kommun,59.64017999999999,17.452517
Kjulaås,Eskilstuna kommun,59.3834507,16.6801082
Klagstorp,Trelleborgs kommun,55.39271549999999,13.3723406
Klapparvik och Källby,Söderhamns kommun,61.2994782,17.1412931
Klevshult,Vaggeryds kommun,57.35345539999999,14.0990717
Klingsta och Allsta,Sundsvalls kommun,62.322323,17.2006827
Klintehamn,Region Gotland,57.3865687,18.2036996
Klippan,Klippans kommun,56.1348998,13.1290409
Klippans bruk,Klippans kommun,56.1197444,13.1472042
Klockestrand,Kramfors kommun,62.87880659999999,17.9070351
Klockrike,Motala kommun,58.4984777,15.3368605
Klutmark,Skellefteå kommun,64.7307924,20.727692
Klågerup,Svedala kommun,55.59782329999999,13.2592414
Klädesholmen,Tjörns kommun,57.9473833,11.5435498
Kläppa,Kungsbacka kommun,57.3627862,12.1449629
Klässbol,Arvika kommun,59.53778260000001,12.7433992
Klövedal,Tjörns kommun,58.03667410000001,11.5756509
Klöverträsk,Luleå kommun,65.63455990000001,21.4047276
Klövsjö,Bergs kommun,62.52829920000001,14.194419
Knislinge,Östra Göinge kommun,56.1934814,14.0854131
Knivsta,Knivsta kommun,59.7261195,17.7920364
Knutby,Uppsala kommun,59.9094869,18.2656587
Knäred,Laholms kommun,56.5200958,13.3166101
Kode,Kungälvs kommun,57.9413193,11.8529676
Kolbäck,Hallstahammars kommun,59.5635636,16.2303593
Kolsva,Köpings kommun,59.5863092,15.865174
Konga,Tingsryds kommun,56.49615919999999,15.1221861
Kopparberg,Ljusnarsbergs kommun,59.87548999999999,15.00051
Kopparmora,Värmdö kommun,59.3377843,18.5837983
Koppom,Eda kommun,59.70056,12.15812
Korpilombolo,Pajala kommun,66.85038940000001,23.0530602
Korsberga,Vetlanda kommun,57.3007986,15.1263248
Korsberga,Hjo kommun,58.30331899999999,14.0986888
Korsgården,Falu kommun,60.5979997,15.5636265
Korsträsk,Älvsbyns kommun,65.6688461,20.8701963
Kortebo,Jönköpings kommun,57.81871419999999,14.1467295
Koskullskulle,Gällivare kommun,67.1876577,20.7467929
Kosta,Lessebo kommun,56.8440678,15.3960304
Kovikshamn,Kungälvs kommun,57.8373023,11.6858169
Koviksudde och Skeviksstrand,Värmdö kommun,59.34927399999999,18.369877
Kovland,Sundsvalls kommun,62.47090639999999,17.1578892
Kramfors,Kramfors kommun,62.9284332,17.7862947
Kristdala,Oskarshamns kommun,57.3997682,16.1997081
Kristevik och Sundsandvik,Uddevalla kommun,58.309864,11.6992977
Kristianstad,Kristianstads kommun,56.0293936,14.1566778
Kristinehamn,Kristinehamns kommun,59.3100677,14.1089192
Kristvallabrunn,Nybro kommun,56.7795196,16.0516109
Krokek,Norrköpings kommun,58.6756076,16.3701089
Krokom,Krokoms kommun,63.3262424,14.4486544
Krägga,Håbo kommun,59.6020522,17.3994904
Kränge,Linköpings kommun,58.44418599999999,15.468312
Kullaberg och Tvååker,Varbergs kommun,57.0422295,12.3984054
Kullersta,Eskilstuna kommun,59.4446204,16.5344458
Kulltorp,Gnosjö kommun,57.35803979999999,13.7371898
Kullö,Vaxholms kommun,59.4130267,18.3047875
Kumla,Kumla kommun,59.12653590000001,15.1401053
Kummelnäs,Nacka kommun,59.3556433,18.2939407
Kungsbacka,Kungsbacka kommun,57.48749189999999,12.0761927
Kungsberga,Ekerö kommun,59.39999999999999,17.633333
Kungsgården,Sandvikens kommun,60.60743790000001,16.60293
Kungshamn,Sotenäs kommun,58.3594831,11.2594186
Kungshult,Eslövs kommun,55.8529178,13.4136195
Kungsängen,Upplands-Bro kommun,59.47772,17.750921
Kungsäter,Varbergs kommun,57.30759920000001,12.5758928
Kungsör,Kungsörs kommun,59.422397,16.097786
Kungälv,Kungälvs kommun,57.86975400000001,11.9740317
Kurland,Trelleborgs kommun,55.3775154,13.0818606
Kurveröd,Uddevalla kommun,58.36355,11.8919141
Kusmark,Skellefteå kommun,64.8842796,20.8069363
Kuttainen,Kiruna kommun,68.3765347,22.8052485
Kvegerö,Nyköpings kommun,58.9233661,17.3765514
Kvibille,Halmstads kommun,56.7830656,12.8319987
Kvicksund,Västerås kommun,59.4549072,16.3339188
Kvidinge,Åstorps kommun,56.1343857,13.0466505
Kvillsfors,Vetlanda kommun,57.40332290000001,15.5021311
Kvissleby,Sundsvalls kommun,62.29605539999999,17.3790503
Kvista,Upplands-Bro kommun,59.51369150000001,17.6132589
Kvänum,Vara kommun,58.298928,13.1853539
Kvärlöv,Landskrona kommun,55.83771119999999,12.9921628
Kyrkeby och Nereby,Kungälvs kommun,57.816667,11.85
Kyrkesund,Tjörns kommun,58.0179315,11.5217422
Kyrkheddinge,Staffanstorps kommun,55.6465797,13.2673178
Kyrkhult,Olofströms kommun,56.3549902,14.5875959
Kyrksten,Storfors kommun,59.43812699999999,14.3914724
Kåge,Skellefteå kommun,64.8356616,20.9846652
Kågeröd,Svalövs kommun,55.9129296,13.1018168
Kåhög,Partille kommun,57.74970700000001,12.1521578
Kållekärr,Tjörns kommun,58.02441959999999,11.6598925
Kånna,Ljungby kommun,56.7794061,13.9032359
Kårsta,Vallentuna kommun,59.65644330000001,18.2700519
Kälarne,Bräcke kommun,62.9814612,16.0898581
Källby,Götene kommun,58.5096561,13.3020375
Källhagen,Gävle kommun,60.6748796,17.1412726
Källö-Knippla,Öckerö kommun,57.7503361,11.6505774
Kärda,Värnamo kommun,57.1732585,13.9218207
Kärna,Kungälvs kommun,57.84406389999999,11.7913779
Kärsta,Västerås kommun,59.6673823,16.837513
Kättilsmåla,Karlskrona kommun,56.276024,15.7367102
Kättilstorp,Falköpings kommun,58.0556,13.7119765
Kävlinge,Kävlinge kommun,55.7939999,13.1104293
Köinge,Falkenbergs kommun,57.0637295,12.6441026
Köping,Köpings kommun,59.5120962,15.9945102
Köpingebro,Ystads kommun,55.4563394,13.9344916
Köpmanholmen,Örnsköldsviks kommun,63.16845420000001,18.5628322
Lagan,Ljungby kommun,56.9137654,13.9874716
Laggarsvik och Linanäs,Österåkers kommun,59.47112569999999,18.5167726
Laholm,Laholms kommun,56.50575569999999,13.0456048
Lammhult,Växjö kommun,57.16812059999999,14.5834225
Landeryd,Hylte kommun,57.0784978,13.2714807
Landfjärden,Nynäshamns kommun,59.0324321,17.9893921
Landsbro,Vetlanda kommun,57.3693191,14.9031816
Landskrona,Landskrona kommun,55.8703477,12.8300802
Landvetter,Härryda kommun,57.6945536,12.2065041
Lanesund och Överby,Uddevalla kommun,58.3389052,11.7246326
Lanna,Värnamo kommun,57.2204853,13.7828642
Larv,Vara kommun,58.19005929999999,13.1185379
Latorpsbruk,Örebro kommun,59.27808229999999,14.9896343
Laxvik,Halmstads kommun,56.5964222,12.9299661
Laxå,Laxå kommun,58.98269,14.62289
Lekeryd,Jönköpings kommun,57.77233500000001,14.4154747
Leksand,Leksands kommun,60.7303082,14.9998922
Lenhovda,Uppvidinge kommun,56.9994108,15.286483
Lerbäckshult,Ängelholms kommun,56.3423538,12.9784605
Lerdala,Skövde kommun,58.47661729999999,13.7101769
Lerum,Lerums kommun,57.7694839,12.2688197
Lesjöfors,Filipstads kommun,59.97705449999999,14.184545
Lessebo,Lessebo kommun,56.75126419999999,15.2700008
Liatorp,Älmhults kommun,56.66514,14.2738533
Lidatorp och Klövsta,Nynäshamns kommun,58.9602431,17.9090803
Liden,Sundsvalls kommun,62.6993941,16.8002517
Lidhult,Ljungby kommun,56.83291389999999,13.4541418
Lidingö,Lidingö kommun,59.36295999999999,18.1468
Lidköping,Lidköpings kommun,58.5035047,13.1570768
Lidköping norra,Lidköpings kommun,58.5035047,13.1570768
Lilla Edet,Lilla Edets kommun,58.132158,12.1241336
Lilla Edet västra,Lilla Edets kommun,58.132158,12.1241336
Lilla Harrie,Kävlinge kommun,55.7922022,13.2063968
Lilla Stenby,Ekerö kommun,59.3841728,17.5157877
Lilla Tjärby,Laholms kommun,56.5259473,13.0582297
Lillhaga,Ljusdals kommun,61.82845099999999,16.061456
Lillhärdal,Härjedalens kommun,61.850717,14.0742503
Lillkyrka,Enköpings kommun,59.5588853,17.2457237
Lillpite,Piteå kommun,65.3720673,21.1578512
Lima,Malung-Sälens kommun,60.9371076,13.3602943
Limedsforsen,Malung-Sälens kommun,60.8942182,13.3938461
Limmared,Tranemo kommun,57.5412417,13.3553359
Linderöd,Kristianstads kommun,55.9318,13.8252004
Lindesberg,Lindesbergs kommun,59.5976983,15.2229108
Lindholmen,Vallentuna kommun,59.58186509999999,18.1021084
Lindsdal,Kalmar kommun,56.73654920000001,16.2982655
Lindö,Norrköpings kommun,58.6095499,16.2557827
Lingbo,Ockelbo kommun,61.0459523,16.6846282
Linghed,Falu kommun,60.78111,15.85569
Linghem,Linköpings kommun,58.4317822,15.7802153
Linköping,Linköpings kommun,58.41080700000001,15.6213727
Linneryd,Tingsryds kommun,56.6612278,15.1274779
Listerby,Ronneby kommun,56.1982929,15.4032196
Lit,Östersunds kommun,63.3165273,14.8454845
Ljung och Annelund,Herrljunga kommun,57.99126219999999,13.0869853
Ljunga,Norrköpings kommun,58.516667,16.35
Ljungaviken,Sölvesborgs kommun,56.0499682,14.6061482
Ljungby,Ljungby kommun,56.8338774,13.9410417
Ljungbyhed,Klippans kommun,56.07376009999999,13.2333449
Ljungbyholm,Kalmar kommun,56.6325386,16.1729081
Ljungsarp,Tranemo kommun,57.56535419999999,13.5835297
Ljungsbro,Linköpings kommun,58.50655769999999,15.5084429
Ljungskile,Uddevalla kommun,58.222051,11.9182903
Ljusdal,Ljusdals kommun,61.8308392,16.0817501
Ljusfallshammar,Finspångs kommun,58.7871053,15.4968037
Ljusne,Söderhamns kommun,61.2114046,17.1266474
Loftahammar,Västerviks kommun,57.9069975,16.6976899
Lomma,Lomma kommun,55.6731375,13.0674055
Los,Ljusdals kommun,61.73559309999999,15.1672832
Lotorp,Finspångs kommun,58.7361776,15.8276973
Lottefors,Bollnäs kommun,61.42041,16.39476
Lucksta,Sundsvalls kommun,62.29873479999999,17.0499291
Luddingsbo,Söderköpings kommun,58.4350214,16.4679652
Ludvika,Ludvika kommun,60.152358,15.191639
Lugnet och Skälsmara,Värmdö kommun,59.24832579999999,18.5344346
Lugnvik,Kramfors kommun,62.9294269,17.9113077
Lugnås,Mariestads kommun,58.6130229,13.719749
Luleå,Luleå kommun,65.584819,22.1567026
Lund,Lunds kommun,55.7046601,13.1910073
Lund,Gävle kommun,60.666667,17
Lundby,Kungälvs kommun,57.916667,11.916667
Lundby och Malm,Norrköpings kommun,58.5478149,16.5037385
Lunde,Kramfors kommun,62.8778608,17.8645563
Lundsbrunn,Götene kommun,58.470909,13.4479769
Lunnarp,Tomelilla kommun,55.5434713,14.0415322
Lunne,Östersunds kommun,63.083333,14.883333
Lurudden,Ekerö kommun,59.27128859999999,17.7069255
Lustigkulla och Gröndal,Hallstahammars kommun,59.6010794,16.209503
Lycksele,Lycksele kommun,64.5958098,18.676367
Lycksta,Västerås kommun,59.6904342,16.5551463
Lyrestad,Mariestads kommun,58.8061712,14.0593658
Lysekil,Lysekils kommun,58.27557299999999,11.435558
Lysvik,Sunne kommun,60.0149009,13.132743
Långared,Alingsås kommun,58.0447095,12.5190296
Långasand och Ugglarp,Falkenbergs kommun,56.80914749999999,12.624297
Långasjö,Emmaboda kommun,56.5849054,15.4451252
Långsele,Sollefteå kommun,63.1764937,17.0587209
Långshyttan,Hedemora kommun,60.4522805,16.0330768
Långvik,Värmdö kommun,59.2381727,18.5180745
Långviksmon,Örnsköldsviks kommun,63.6297234,18.6937278
Långås,Falkenbergs kommun,56.9764326,12.4518357
Läby,Uppsala kommun,60.0879,17.5525914
Läckeby,Kalmar kommun,56.7827864,16.2951675
Länghem,Tranemo kommun,57.6015069,13.2442712
Länna,Uppsala kommun,59.87307999999999,17.9591945
Läppe,Vingåkers kommun,59.12928,15.83203
Lärbro,Region Gotland,57.7843699,18.7890491
Löberöd,Eslövs kommun,55.7753131,13.5119293
Löddeköpinge,Kävlinge kommun,55.7596705,13.0073627
Löderup,Ystads kommun,55.4385651,14.112779
Lödöse,Lilla Edets kommun,58.03274090000001,12.1562058
Lögdeå,Nordmalings kommun,63.54985190000001,19.3898877
Lönsboda,Osby kommun,56.39745809999999,14.3201742
Lörby,Sölvesborgs kommun,56.0743,14.71704
Löttorp,Borgholms kommun,57.1660956,16.9930091
Lövestad,Sjöbo kommun,55.6536604,13.8912636
Lövstalöt,Uppsala kommun,59.9584885,17.5843944
Lövånger,Skellefteå kommun,64.36894149999999,21.3168481
Löwenströmska lasarettet,Upplands Väsby kommun,59.5414722,17.9098986
