city,municipality,lat,lng
Strömsund,Strömsunds kommun,63.85366209999999,15.5568691
Strövelstorp,Ängelholms kommun,56.1693511,12.8353858
Stugun,Ragunda kommun,63.16758429999999,15.6038823
Sturefors,Linköpings kommun,58.33005929999999,15.7257118
Sturkö,Karlskrona kommun,56.1143763,15.6559565
Styrsö,Göteborgs kommun,57.6113765,11.7858357
Stånga,Region Gotland,57.2806033,18.4711525
Stångby,Lunds kommun,55.7507221,13.1966834
Stångehamn,Oskarshamns kommun,57.2264091,16.4944315
Stångenäs och Rixö,Lysekils kommun,58.3681868,11.4619073
Ställdalen,Ljusnarsbergs kommun,59.93729020000001,14.9403352
Stöcke,Umeå kommun,63.74071619999999,20.2296324
Stöcksjö,Umeå kommun,63.7776783,20.1782516
Stöde,Sundsvalls kommun,62.42137309999999,16.5910855
Stöllet,Torsby kommun,60.40946750000001,13.2688109
Stöpen,Skövde kommun,58.4755493,13.8638822
Sulvik,Arvika kommun,59.67933,12.42934
Sund,Trosa kommun,58.963235,17.416395
Sundborn,Falu kommun,60.65268520000001,15.7748181
Sundby,Ekerö kommun,59.34999999999999,17.7
Sundbyholm,Eskilstuna kommun,59.4363991,16.6161697
Sundhultsbrunn,Aneby kommun,57.916667,14.9
Sundom,Luleå kommun,65.77185279999999,22.2692011
Sundsstrand,Uddevalla kommun,58.3206448,11.8742938
Sundsvall,Sundsvalls kommun,62.390811,17.306927
Sunnansjö,Ludvika kommun,60.2197089,14.9665089
Sunne,Sunne kommun,59.83655749999999,13.1440464
Sunnemo,Hagfors kommun,59.8858536,13.7197028
Surahammar,Surahammars kommun,59.70722619999999,16.2268409
Surte,Ale kommun,57.827921,12.015744
Svalsta,Nyköpings kommun,58.7433689,16.8724955
Svalöv,Svalövs kommun,55.9129296,13.1018168
Svanberga,Norrtälje kommun,59.84117739999999,18.662972
Svaneholm,Säffle kommun,59.17884919999999,12.5516014
Svanesund,Orusts kommun,58.1428592,11.8220189
Svappavaara,Kiruna kommun,67.6478155,21.0558871
Svartbyn,Överkalix kommun,66.25878569999999,22.8346596
Svarte,Ystads kommun,55.4321389,13.7149065
Svartehallen,Stenungsunds kommun,58.1184395,11.9585437
Svartudden,Piteå kommun,65.317154,21.515535
Svartvik,Sundsvalls kommun,62.31400709999999,17.3702196
Svartå,Degerfors kommun,59.1271371,14.5189652
Svedala,Svedala kommun,55.5089084,13.2371097
Sveg,Härjedalens kommun,62.0346245,14.3590366
Svenljunga,Svenljunga kommun,57.4955715,13.1146225
Svensbyn,Piteå kommun,65.3119286,21.2387887
Svenshögen,Stenungsunds kommun,58.1398963,11.9431445
Svenstavik,Bergs kommun,62.76731989999999,14.4347078
Svenstorp,Ängelholms kommun,56.3425264,12.9308124
Svinninge,Österåkers kommun,59.45413,18.27712
Svängsta,Karlshamns kommun,56.2619903,14.76907
Svärdsjö,Falu kommun,60.74080979999999,15.9049241
Svärtinge,Norrköpings kommun,58.6520343,16.0243954
Sya,Mjölby kommun,58.3345029,15.2242373
Sysslebäck,Torsby kommun,60.71072789999999,12.887923
Sågmyra,Falu kommun,60.71109209999999,15.3122982
Säffle,Säffle kommun,59.132661,12.930107
Sälen,Malung-Sälens kommun,61.1613853,13.2630157
Sälgsjön,Gävle kommun,60.617563,17.11285
Sänna,Askersunds kommun,58.79433099999999,14.9820022
Särna,Älvdalens kommun,61.6948409,13.1258039
Säter,Säters kommun,60.34665,15.7479
Sätila,Marks kommun,57.5425354,12.4333167
Sätinge,Kungsbacka kommun,57.4483666,12.1226225
Sätra brunn,Sala kommun,59.8610238,16.4480725
Sävar,Umeå kommun,63.90081300000001,20.5519791
Sävast,Bodens kommun,65.7604482,21.7540209
Säve,Göteborgs kommun,57.8120396,11.9068339
Sävja,Uppsala kommun,59.8138982,17.7032878
Sävsjö,Sävsjö kommun,57.39899579999999,14.6658136
Söderby,Ekerö kommun,59.38293459999999,17.5816322
Söderby,Haninge kommun,59.18554879999999,18.1699371
Söderby-Karl,Norrtälje kommun,59.8863685,18.7008249
Söderbärke,Smedjebackens kommun,60.07021489999999,15.5589042
Söderfors,Tierps kommun,60.3822707,17.2468246
Söderhamn,Söderhamns kommun,61.3055762,17.0628102
Söderköping,Söderköpings kommun,58.4759013,16.3234307
Söderskogen,Håbo kommun,59.678914,17.582968
Södersvik,Norrtälje kommun,59.75013389999999,18.9116692
Södertälje,Södertälje kommun,59.197762,17.6201942
Söderåkra,Torsås kommun,56.4481706,16.0659234
Södra Bergsbyn och Stackgrönnan,Skellefteå kommun,64.7167474,21.0858301
Södra Sandby,Lunds kommun,55.7168577,13.347231
Södra Sunderbyn,Luleå kommun,65.6597013,21.9395331
Södra Vi,Vimmerby kommun,57.7403106,15.79872
Sölvesborg,Sölvesborgs kommun,56.0537433,14.5796878
Sörfors,Umeå kommun,63.87399069999999,20.0413197
Sörforsa,Hudiksvalls kommun,61.7204047,16.9762016
Sörmjöle,Umeå kommun,63.68056550000001,20.0079098
Sörstafors,Hallstahammars kommun,59.58202009999999,16.2120456
Sörvik,Ludvika kommun,60.18451349999999,15.1515572
Söråker,Timrå kommun,62.50601460000001,17.5073245
Sösdala,Hässleholms kommun,56.0405672,13.678025
Sövde,Sjöbo kommun,55.5852312,13.6717675
Sövestad,Ystads kommun,55.50068100000001,13.7983739
Taberg,Jönköpings kommun,57.6777325,14.0879044
Tallboda,Linköpings kommun,58.42772919999999,15.6812035
Tallvik,Överkalix kommun,66.3350937,22.8428007
Tallåsen,Ljusdals kommun,61.86697969999999,16.0050557
Tandsbyn,Östersunds kommun,63.0001123,14.745124
Tanumshede,Tanums kommun,58.7239941,11.3252391
Tavelsjö,Umeå kommun,64.03699259999999,20.0478102
Teckomatorp,Svalövs kommun,55.9129296,13.1018168
Tenhult,Jönköpings kommun,57.7090032,14.321606
Tibro,Tibro kommun,58.424323,14.1616418
Tidaholm,Tidaholms kommun,58.1817692,13.9594737
Tidan,Skövde kommun,58.5739538,14.0045851
Tidö-Lindö,Västerås kommun,59.513973,16.5327445
Tierp,Tierps kommun,60.34758659999999,17.5205086
Tillberga,Västerås kommun,59.6838178,16.6233645
Timmele,Ulricehamns kommun,57.8620525,13.4305281
Timmernabben,Mönsterås kommun,56.9693775,16.4377643
Timmersdala,Skövde kommun,58.5274874,13.7588644
Timrå,Timrå kommun,62.4854563,17.3248651
Tingsryd,Tingsryds kommun,56.5247452,14.9785342
Tingstäde,Region Gotland,57.73598929999999,18.6118052
Tjautjas,Gällivare kommun,67.31432,20.73288
Tjuvkil,Kungälvs kommun,57.8946932,11.7399691
Tjällmo,Motala kommun,58.7152605,15.358539
Tjörnarp,Höörs kommun,55.9961699,13.6282372
Toarp och Tåstarp,Ängelholms kommun,56.2808518,12.9461905
Tobo,Tierps kommun,60.2580366,17.6561791
Tofta,Region Gotland,57.5173246,18.1646946
Tofta,Varbergs kommun,57.1730454,12.2944509
Toftbyn,Falu kommun,60.7134686,15.7815971
Tollarp,Kristianstads kommun,55.9344942,13.9744406
Tollered,Lerums kommun,57.8192649,12.4188879
Tomelilla,Tomelilla kommun,55.54355,13.95484
Tomtebo,Umeå kommun,63.80232609999999,20.3489668
Torbjörntorp,Falköpings kommun,58.2102316,13.6058656
Torekov,Båstads kommun,56.423635,12.6273003
Torestorp,Marks kommun,57.3879421,12.679999
Torhamn,Karlskrona kommun,56.0946326,15.832411
Tormestorp,Hässleholms kommun,56.1111326,13.7431305
Torna Hällestad,Lunds kommun,55.6780562,13.4209472
Torpsbruk,Alvesta kommun,57.0345939,14.5746558
Torpshammar,Ånge kommun,62.4755923,16.324512
Torreby,Munkedals kommun,58.45,11.6
Torsby,Torsby kommun,60.14090719999999,13.0102132
Torshälla,Eskilstuna kommun,59.42129649999999,16.4769698
Torskog och Svenseröd,Lilla Edets kommun,58.0485666,12.1285627
Torslanda,Göteborgs kommun,57.72315200000001,11.7676685
Torsåker,Hofors kommun,60.5105162,16.4729298
Torsång,Borlänge kommun,60.4611653,15.5754637
Torsås,Torsås kommun,56.4126384,15.9982746
Tortuna,Västerås kommun,59.6768574,16.7289218
Torup,Hylte kommun,56.9574499,13.0807404
Totebo,Västerviks kommun,57.6292639,16.1834504
Tranemo,Tranemo kommun,57.4855688,13.35241
Tranholmen,Danderyds kommun,59.37542089999999,18.0882547
Transtrand,Malung-Sälens kommun,61.08087849999999,13.3145792
Tranås,Tranås kommun,58.035518,14.975696
Traryd,Markaryds kommun,56.5783672,13.7477129
Trekanten,Kalmar kommun,56.6963324,16.1199013
Trelleborg,Trelleborgs kommun,55.3762427,13.1574231
Trollhättan,Trollhättans kommun,58.28348939999999,12.2858206
Trosa,Trosa kommun,58.902655,17.5494638
Trummenäs,Karlskrona kommun,56.1630809,15.7246286
Trångfors,Bodens kommun,65.8123784,21.5911661
Trångsviken,Krokoms kommun,63.3334213,14.0167372
Tråvad,Vara kommun,58.2510625,13.0857107
Trädet,Ulricehamns kommun,57.98413979999999,13.531428
Trödje,Gävle kommun,60.81686449999999,17.2113806
Trönninge,Halmstads kommun,56.6182793,12.9465533
Tumba,Botkyrka kommun,59.199859,17.8309572
Tumbo,Eskilstuna kommun,59.4335953,16.3385793
Tumlehed,Göteborgs kommun,57.7360407,11.73313
Tuna,Södertälje kommun,59.2537731,17.48175
Tuna,Vimmerby kommun,57.5758789,16.1066799
Tuna,Landskrona kommun,55.916667,12.7
Tunnerstad,Jönköpings kommun,58.0457348,14.3385968
Tuolluvaara,Kiruna kommun,67.84563340000001,20.3551785
Tureholm,Ekerö kommun,59.316667,17.716667
Turinge och Vidbynäs,Nykvarns kommun,59.20687,17.3967581
Tving,Karlskrona kommun,56.3118354,15.4627915
Tvååker,Varbergs kommun,57.0422295,12.3984054
Tvärskog,Kalmar kommun,56.6171953,16.0527002
Tvärålund,Vindelns kommun,64.09241000000002,19.66523
Tye,Hammarö kommun,59.3466275,13.5624628
Tygelsjö,Malmö kommun,55.5165954,12.9970336
Tynningö,Vaxholms kommun,59.3799732,18.3886413
Tyringe,Hässleholms kommun,56.1594501,13.6032438
Tystberga,Nyköpings kommun,58.8511293,17.2405958
Tågarp,Svalövs kommun,55.9256294,12.955556
Tånga och Rögle,Helsingborgs kommun,56.1982832,12.7711302
Tångaberg,Varbergs kommun,57.1734517,12.225514
Täfteå,Umeå kommun,63.8373401,20.4834166
Täljö,Österåkers kommun,59.4704566,18.2451183
Tällberg,Leksands kommun,60.8260976,14.9920858
Tärnaby,Storumans kommun,65.7099739,15.2679922
Tärnsjö,Heby kommun,60.1554628,16.9308825
Tävelsås,Växjö kommun,56.7672877,14.825793
Töcksfors,Årjängs kommun,59.5075308,11.8425511
Töllsjö,Bollebygds kommun,57.7951785,12.6335019
Töre,Kalix kommun,65.9115315,22.6561965
Töreboda,Töreboda kommun,58.70550919999999,14.1261468
Törestorp,Gnosjö kommun,57.35803979999999,13.7371898
Tösse,Åmåls kommun,58.9736643,12.6411073
Ubbhult norra,Marks kommun,57.56709290000001,12.3232591
Ucklum,Stenungsunds kommun,58.0849237,11.9550219
Uddebo,Tranemo kommun,57.474512,13.2616706
Uddeholm,Hagfors kommun,60.02405289999999,13.6187746
Udden,Eskilstuna kommun,59.37124859999999,16.5098045
Uddevalla,Uddevalla kommun,58.3498003,11.935649
Uddheden,Sunne kommun,59.93772000000001,12.92955
Ullared,Falkenbergs kommun,57.1362284,12.718278
Ullervad,Mariestads kommun,58.6659494,13.8580778
Ullånger,Kramfors kommun,63.0120779,18.1867151
Ulricehamn,Ulricehamns kommun,57.7947889,13.4205162
Ultuna,Uppsala kommun,59.81737029999999,17.6575047
Ulvkälla,Härjedalens kommun,62.02246650000001,14.3594209
Ulvåker,Skövde kommun,58.47401120000001,13.9264658
Umeå,Umeå kommun,63.8258471,20.2630354
Unbyn,Bodens kommun,65.7148368,21.7509118
Undenäs,Karlsborgs kommun,58.65982,14.41179
Undersåker,Åre kommun,63.31415089999999,13.2528978
Unnaryd,Hylte kommun,56.9546882,13.5283356
Upphärad,Trollhättans kommun,58.1593917,12.3077963
Upplanda,Tierps kommun,60.2193913,17.736928
Upplands Väsby och Sollentuna,Sollentuna kommun,59.4541218,17.9242952
Uppsala,Uppsala kommun,59.85856380000001,17.6389267
Urshult,Tingsryds kommun,56.5312804,14.8146271
Ursviken,Skellefteå kommun,64.7072476,21.1738319
Utby,Uddevalla kommun,58.34999999999999,11.766667
Utvälinge,Helsingborgs kommun,56.2159191,12.779149
Vad,Smedjebackens kommun,60.028152,15.6546339
Vad Åsbacka och Långrör,61.281667,17.144722
Vadstena,Vadstena kommun,58.44760219999999,14.8902335
Vaggeryd,Vaggeryds kommun,57.4989621,14.1486297
Vagnhärad,Trosa kommun,58.9448192,17.4889958
Valbo,Gävle kommun,60.6430312,17.0082511
Valdemarsvik,Valdemarsviks kommun,58.20245139999999,16.6013626
Valinge,Varbergs kommun,57.1711155,12.3813995
Valje,Bromölla kommun,56.0632384,14.5423929
Valla,Katrineholms kommun,59.0208971,16.3830003
Vallargärdet,Karlstads kommun,59.47710910000001,13.5857802
Vallberga,Laholms kommun,56.4674649,13.0236749
Vallda,Kungsbacka kommun,57.48623999999999,11.97111
Vallentuna,Vallentuna kommun,59.53569999999999,18.078017
Vallkärra,Lunds kommun,55.740579,13.1728651
Vallsta,Bollnäs kommun,61.51663499999999,16.3633657
Vallvik,Söderhamns kommun,61.1847212,17.1791565
Vallåkra,Helsingborgs kommun,55.96226249999999,12.8574214
Valskog,Kungsörs kommun,59.4424696,15.9490604
Valåsen och Labbsand,Karlskoga kommun,59.290501,14.553959
Vankiva,Hässleholms kommun,56.183333,13.733333
Vannsätter,Söderhamns kommun,61.2590119,16.7922388
Vansbro,Vansbro kommun,60.5099434,14.2253417
Vaplan,Krokoms kommun,63.3374879,14.2219345
Vara,Vara kommun,58.20150020000001,13.1067092
Varberg,Varbergs kommun,57.107118,12.2520907
Varekil,Orusts kommun,58.1216948,11.7062996
Vargön,Vänersborgs kommun,58.35662159999999,12.3888324
Varnhem,Skara kommun,58.3863472,13.6489697
Vartofta,Falköpings kommun,58.09713849999999,13.6305823
Vassmolösa,Kalmar kommun,56.59368629999999,16.1599988
Vattholma,Uppsala kommun,60.01484439999999,17.7331499
Vattjom,Sundsvalls kommun,62.36472920000001,17.0308011
Vattubrinken,Södertälje kommun,59.24496920000001,17.5809964
Vaxholm,Vaxholms kommun,59.40329679999999,18.3263804
Veberöd,Lunds kommun,55.6363631,13.5006052
Veddige,Varbergs kommun,57.2669879,12.3348037
Vedevåg,Lindesbergs kommun,59.5269979,15.2897422
Vedum,Vara kommun,58.1706489,12.9954545
Vegby,Ulricehamns kommun,57.679116,13.3751051
Veinge,Laholms kommun,56.55399749999999,13.0734787
Velanda,Trollhättans kommun,58.230839,12.3087718
Vellinge,Vellinge kommun,55.47089279999999,13.0199899
Vemdalen,Härjedalens kommun,62.4447051,13.8620434
Vena,Hultsfreds kommun,57.5217521,15.9686368
Venjan,Mora kommun,60.9527909,13.9103899
Venngarn,Sigtuna kommun,59.64918489999999,17.7219098
Vessigebro,Falkenbergs kommun,56.97773059999999,12.6513809
Vetlanda,Vetlanda kommun,57.42746,15.08533
Vi,Sundsvalls kommun,62.390811,17.306927
Vibble,Region Gotland,57.6034556,18.250837
Viby,Kristianstads kommun,56.0145741,14.2300139
Vibyäng,Håbo kommun,59.5515599,17.4883532
Vickleby,Mörbylånga kommun,56.5765675,16.4603598
Vidja,Huddinge kommun,59.2003147,18.0655606
Vidsel,Älvsbyns kommun,65.83202709999999,20.5192658
Vidöåsen,Hammarö kommun,59.34250489999999,13.4553898
Viforsen och Tunbyn,Sundsvalls kommun,62.309805,17.1900962
Vik,Simrishamns kommun,55.61442590000001,14.2851622
Vika,Falu kommun,60.5125263,15.713913
Vikarbodarna och Skatan,Sundsvalls kommun,62.1971703,17.4989882
Vikarbyn,Rättviks kommun,60.90945110000001,15.0186336
Viken,Höganäs kommun,56.1459215,12.5804235
Vikingstad,Linköpings kommun,58.3816095,15.4364379
Vikmanshyttan,Hedemora kommun,60.29772490000001,15.826766
Viksjöfors,Ovanåkers kommun,61.338336,15.951713
Viksäter,Södertälje kommun,59.2382871,17.620421
Vilhelmina,Vilhelmina kommun,64.624471,16.655497
Villshärad,Halmstads kommun,56.694613,12.6978643
Vilshult,Olofströms kommun,56.3587478,14.4810473
Vimmerby,Vimmerby kommun,57.6690339,15.858857
Vinberg,Falkenbergs kommun,56.9477078,12.5423006
Vinbergs kyrkby,Falkenbergs kommun,56.930301,12.553812
Vindeln,Vindelns kommun,64.2019528,19.7188702
Vindön,Orusts kommun,58.29736539999999,11.6933683
Vingåker,Vingåkers kommun,59.04337529999999,15.8709394
Vinninga,Lidköpings kommun,58.4533816,13.2671394
Vinslöv,Hässleholms kommun,56.1033485,13.9129906
Vintrie,Malmö kommun,55.5527047,12.9630863
Vintrosa,Lekebergs kommun,59.2536665,14.8942229
Vinäs,Mora kommun,60.9677392,14.534987
Virsbo,Surahammars kommun,59.8730726,16.0444141
Virserum,Hultsfreds kommun,57.3199949,15.5812344
Visby,Region Gotland,57.6348,18.29484
Viskafors,Borås kommun,57.63374469999999,12.8568382
Vislanda,Alvesta kommun,56.7858694,14.4650634
Vissefjärda,Emmaboda kommun,56.5340631,15.5850161
Vistträsk,Älvsbyns kommun,65.69251609999999,20.649325
Vitaby,Simrishamns kommun,55.6846652,14.1536664
Vittangi,Kiruna kommun,67.678642,21.6413157
Vittaryd,Ljungby kommun,56.9709882,13.9450601
Vittinge,Heby kommun,59.9060095,17.0491496
Vittjärv,Bodens kommun,65.8516076,21.5936404
Vittsjö,Hässleholms kommun,56.34330929999999,13.6628735
Vittskövle,Kristianstads kommun,55.8541962,14.1353171
Vollsjö,Sjöbo kommun,55.7040599,13.7872463
Vrena,Nyköpings kommun,58.8605867,16.6988805
Vretstorp,Hallsbergs kommun,59.02375439999999,14.8685106
Vrigstad,Sävsjö kommun,57.3554934,14.4756316
Vrångö,Göteborgs kommun,57.57273,11.78305
Vuollerim,Jokkmokks kommun,66.4305028,20.606452
Vålberg,Karlstads kommun,59.39515039999999,13.1952629
Våmhus,Mora kommun,61.1189109,14.4841758
Vånga,Norrköpings kommun,58.5794043,15.8113046
Vånga,Kristianstads kommun,56.1833768,14.3688226
Vångelsta,Uppsala kommun,59.80864259999999,17.5336025
Vårgårda,Vårgårda kommun,58.0323039,12.8089764
Vårsta,Botkyrka kommun,59.1651798,17.7971825
Våxtorp,Laholms kommun,56.4189906,13.1168471
Väckelsång,Tingsryds kommun,56.6390551,14.9197822
Väderstad,Mjölby kommun,58.31312539999999,14.9236992
Väggarp,Eslövs kommun,55.858149,13.3555065
Väländan,Haninge kommun,59.1133265,17.9907937
Vänersborg,Vänersborgs kommun,58.3797283,12.3248032
Väne-Åsaka,Trollhättans kommun,58.2449732,12.4194726
Vänge,Uppsala kommun,59.8579112,17.4301961
Vännäs,Vännäs kommun,63.908007,19.752965
Vännäsby,Vännäs kommun,63.9160536,19.8425317
Väring,Skövde kommun,58.5115089,13.9625317
Värnamo,Värnamo kommun,57.1831605,14.0478214
Värsås,Skövde kommun,58.35160439999999,14.0501019
Väröbacka,Varbergs kommun,57.25028039999999,12.1823234
Väse,Karlstads kommun,59.38053900000001,13.8507171
Väskinde,Region Gotland,57.69149580000001,18.4213934
Västanvik,Leksands kommun,60.7320426,14.9497276
Västerberg,Sandvikens kommun,60.59573830000001,16.5582131
Västerby,Hedemora kommun,60.311093,15.9274788
Västerfärnebo,Sala kommun,59.9469457,16.2786056
Västerhaninge,Haninge kommun,59.1215599,18.097336
Västerhejde,Region Gotland,57.5828533,18.2178728
Västerljung,Trosa kommun,58.8559213,17.4502113
Västerlösa,Linköpings kommun,58.4204295,15.3384857
Västermyckeläng,Älvdalens kommun,61.2102653,14.0346472
Västervik,Västerviks kommun,57.75771559999999,16.6369759
Västerås,Västerås kommun,59.60990049999999,16.5448091
Västra Bispgården,Ragunda kommun,63.02722129999999,16.624147
Västra Bodarna,Alingsås kommun,57.8842719,12.4680645
Västra Hagen,Kungsbacka kommun,57.4276949,11.9318087
Västra Husby,Söderköpings kommun,58.48380340000001,16.1733333
Västra Ingelstad,Vellinge kommun,55.4912702,13.1117865
Västra Karaby,Kävlinge kommun,55.8102275,13.0483984
Västra Karup,Båstads kommun,56.4120855,12.7457463
Västra Tommarp,Trelleborgs kommun,55.3983085,13.1012536
Västra Torup,Hässleholms kommun,56.1422165,13.5007253
Västra Ämtervik,Sunne kommun,59.7265658,13.1433093
Växjö,Växjö kommun,56.8790044,14.8058522
Yngsjö,Kristianstads kommun,55.8811992,14.2281927
Ysane,Sölvesborgs kommun,56.0907888,14.6508032
Ysby,Laholms kommun,56.4927151,13.1176465
Ystad,Ystads kommun,55.4295051,13.8200308
Ytterby,Kungälvs kommun,57.8650368,11.9253123
Ytterhogdal,Härjedalens kommun,62.17487999999999,14.94114
Ytternäs och Vreta,Uppsala kommun,59.78275960000001,17.5980441
Yttersjö,Umeå kommun,63.77679299999999,19.9911918
Ytterstad,Lerums kommun,57.8284225,12.208953
Zinkgruvan,Askersunds kommun,58.8182255,15.0985434
Åby,Norrköpings kommun,58.66449960000001,16.181169
Åby,Växjö kommun,57.01902,14.77847
Åbyggeby,Gävle kommun,60.7282063,17.1134738
Åbytorp,Kumla kommun,59.1245234,15.0817106
Åhus,Kristianstads kommun,55.9250391,14.2979949
Åkarp,Burlövs kommun,55.6514078,13.1117452
Åkers styckebruk,Strängnäs kommun,59.25641950000001,17.1052888
Åkersberga,Österåkers kommun,59.4802773,18.310783
Ålberga,Nyköpings kommun,58.7249619,16.5840046
Åled,Halmstads kommun,56.74347780000001,12.9511768
Åminne,Värnamo kommun,57.1217019,14.0053064
Åmmeberg,Askersunds kommun,58.86574969999999,14.9995161
Åmot,Ockelbo kommun,60.9668613,16.4423112
Åmotfors,Eda kommun,59.75765879999999,12.3572534
Åmunnen,Kalmar kommun,56.6283585,16.2351875
Åmynnet,Örnsköldsviks kommun,63.1861499,18.5290086
Åmål,Åmåls kommun,59.05111699999999,12.6977323
Ånge,Ånge kommun,62.5228738,15.6589419
Ånäset,Robertsfors kommun,64.2783175,21.0398761
Åre,Åre kommun,63.3990428,13.0815059
Årjäng,Årjängs kommun,59.3891592,12.132717
Årnäs,Varbergs kommun,57.2,12.216667
Årsta havsbad,Haninge kommun,59.0832089,18.1649523
Årstad,Falkenbergs kommun,56.9204513,12.6767769
Årsunda,Sandvikens kommun,60.5110017,16.7336893
Åryd,Växjö kommun,56.8270847,14.9812801
Åryd,Karlshamns kommun,56.2069493,15.0090362
Ås,Nora kommun,59.51920639999999,15.0378667
Ås,Krokoms kommun,63.82009569999999,14.2943082
Åsa,Kungsbacka kommun,57.34964539999999,12.1234189
Åsarna,Bergs kommun,62.6443671,14.3715816
Åsarp,Falköpings kommun,58.023803,13.5674878
Åsbro,Askersunds kommun,58.99788539999999,15.0599914
Åsby,Varbergs kommun,57.2350195,12.3113762
Åseda,Uppvidinge kommun,57.1676879,15.3468016
Åsele,Åsele kommun,64.1602339,17.353615
Åsen,Älvdalens kommun,61.27490759999999,13.8114032
Åsensbruk,Melleruds kommun,58.80915659999999,12.4146446
Åshammar,Sandvikens kommun,60.64498329999999,16.5436086
Åsljunga,Örkelljunga kommun,56.3080811,13.3668168
Åssjöns norra strand,Krokoms kommun,63.2369974,14.5438076
Åstorp,Åstorps kommun,56.134262,12.945908
Åtvidaberg,Åtvidabergs kommun,58.2007895,15.9976986
Älandsbro,Härnösands kommun,62.6757943,17.8421929
Älgarås,Töreboda kommun,58.8110227,14.2549817
Älghult,Uppvidinge kommun,57.0081016,15.5727057
Älgö,Nacka kommun,59.25865549999999,18.3327125
Älmhult,Älmhults kommun,56.5524461,14.1374047
Älmsta,Norrtälje kommun,59.97273109999999,18.8117506
Älvdalen,Älvdalens kommun,61.22730600000001,14.0419871
Älvkarleby,Älvkarleby kommun,60.56860669999999,17.4489129
Älvkarleö,Älvkarleby kommun,60.53977999999999,17.39535
Älvnäs,Ekerö kommun,59.2832868,17.7672207
Älvsala,Värmdö kommun,59.3019761,18.6486008
Älvsbyn,Älvsbyns kommun,65.6771363,20.9928659
Älvsered,Falkenbergs kommun,57.24423239999999,12.8645613
Älvåker och Råtorp,Karlstads kommun,59.4051497,13.4891432
Älvängen,Ale kommun,57.9591741,12.1245139
Äng,Nässjö kommun,57.6947153,14.5671844
Änge,Krokoms kommun,63.45688519999999,14.0657081
Ängelholm,Ängelholms kommun,56.245748,12.863881
Ängesbyn,Luleå kommun,65.7749554,22.0601729
Ängsmon,Östersunds kommun,63.1445544,14.7561578
Ängsvik,Värmdö kommun,59.3598436,18.5120323
Äppelbo,Vansbro kommun,60.4839289,14.0117557
Ärla,Eskilstuna kommun,59.2782348,16.6857822
Äsköping,Katrineholms kommun,59.14923830000001,16.0675574
Äspered,Borås kommun,57.754057,13.179342
Äsperöd,Sjöbo kommun,55.6092235,13.9176409
Ätran,Falkenbergs kommun,57.120792,12.9480862
Öbolandet,Trosa kommun,58.8811706,17.5665331
Öbonäs,Norrköpings kommun,58.54391279999999,16.2027859
Ödeborg,Färgelanda kommun,58.54539930000001,11.9759492
Ödeshög,Ödeshögs kommun,58.2289961,14.6488199
Ödsmål,Stenungsunds kommun,58.10169999999999,11.86128
Ödsmål och Åsebyberg,Kungälvs kommun,57.91976159999999,11.7802919
Ödåkra,Helsingborgs kommun,56.1045818,12.7483633
Öggestorp,Jönköpings kommun,57.7246336,14.3834334
Öja,Växjö kommun,56.8511085,14.6255053
Öjersjö,Partille kommun,57.7025817,12.1404481
Ölmbrotorp,Örebro kommun,59.39164239999999,15.2431566
Ölme,Kristinehamns kommun,59.362303,14.0069605
Ölmstad,Jönköpings kommun,57.9247136,14.3956108
Ölsta,Ekerö kommun,59.39999999999999,17.65
Önneköp,Hörby kommun,55.7862754,13.8713531
Önnestad,Kristianstads kommun,56.0575869,14.023067
Örby,Marks kommun,57.482176,12.704635
Örbyhus,Tierps kommun,60.22448389999999,17.7015559
Örebro,Örebro kommun,59.2752626,15.2134105
Öregrund,Östhammars kommun,60.3392558,18.4402538
Örkelljunga,Örkelljunga kommun,56.283635,13.278832
Örnsköldsvik,Örnsköldsviks kommun,63.29004740000001,18.7166166
Örserum,Jönköpings kommun,58.00727980000001,14.5758703
Örsjö,Nybro kommun,56.70523,15.75326
Örslösa,Lidköpings kommun,58.5055845,13.0025704
Örstig,Nyköpings kommun,58.7276203,17.0748268
Örsundsbro,Enköpings kommun,59.735922,17.3096714
Örsundsbro norra,Enköpings kommun,59.735922,17.3096714
Örtagården,Västerås kommun,59.56261489999999,16.4672031
Örtofta,Eslövs kommun,55.784662,13.2478107
Örviken,Skellefteå kommun,64.6764962,21.1975114
Ösmo,Nynäshamns kommun,58.98454899999999,17.8933928
Össjö,Ängelholms kommun,56.22897889999999,13.0289472
Östad,Tanums kommun,58.774199,11.562346
Östadkulle,Vårgårda kommun,58.0238228,12.6348207
Östansjö,Hallsbergs kommun,59.0441733,14.9808154
Östanå,Sandvikens kommun,60.6283858,16.8063792
Österbybruk,Östhammars kommun,60.1960972,17.8961822
Österbymo,Ydre kommun,57.8246236,15.2756904
Österfärnebo,Sandvikens kommun,60.3026184,16.7944617
Österslöv,Kristianstads kommun,56.0959577,14.2469599
Österstad,Motala kommun,58.5194618,15.1692249
Östersund,Östersunds kommun,63.1766832,14.6360681
Östervåla,Heby kommun,60.18083179999999,17.1799533
Österå och Hökviken,Falu kommun,60.6453154,15.6274264
Östhammar,Östhammars kommun,60.2593019,18.3653411
Östorp och Ådran,Huddinge kommun,59.15921640000001,18.0160349
Östra Balltorp,Mölndals kommun,57.633333,11.983333
Östra Bispgården,Ragunda kommun,63.02722129999999,16.624147
